,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,organization_title_1,label
45,madhawa-m,Python Programming Language MySQL Web Development HTML Data Engineering Machine Learning Data Analysis Software Development Databases Arduino R Artificial Intelligence AI Microsoft Power BI Microsoft SQL Server Google Cloud Platform GCP Amazon Web Services AWS Web Scraping Microsoft Azure Machine Learning SQL Server Integration Services SSIS SQL Server Analysis Services SSAS DAX Engineering Management                              ,"Bachelor of Science - BS, Data Science SLIIT", Maris Stella College Negombo, ,Data Engineer Sysco LABS Sri Lanka,Data Engineer IFS,Business Intelligence Consultant IFS,Associate Engineer – Data Engineering & Artificial Intelligence Zkewed An Analytics Company,Data Engineer,1
46,rukshan-hassim,Java JavaScript Python Programming Language Web Development Machine Learning Scala Hadoop Hive Microsoft SQL Server Apache Spark HiveQL Android Development C jQuery Android NET Framework Oracle Database D Modeling jQuery UI ASPNET Core Unreal Engine Blender Kendo                             ,"Bachelor of Science (BSc), Computer Science University of Westminster",G.C.E Ordinary Level Examination Yoshida Shokanji International School, ,Data Engineer Circles.Life,Software Engineer PickMe (Digital Mobility Solutions Lanka (PVT) Ltd),Software Engineering Intern CAMMS,Co-Founder illusionArc,Data Engineer,1
47,shehan-tharuka,Java JavaScript Cascading Style Sheets CSS Bootstrap Nodejs SQL python HTML Graphic Design Adobe Photoshop Reactjs MongoDB User Interface Design Web Design User Experience UX Adobe XD                                    ,"Bachelor of Science in Management and Information Technology, Information Technology University of Kelaniya Sri Lanka","Bachelor of Information Technology, Information Technology University of Colombo School of Computing", ,Data Engineer MAS Holdings, , , ,Data Engineer,1
48,hashan-pasindu-47824b152,Java Python Programming Language MySQL Data Engineering Microsoft Azure Microsoft Office Leadership Microsoft PowerPoint Team Leadership Extract Transform Load ETL Oracle Database Data Pipelines PLSQL Azure Databricks Azure DevOps Talend                                  ,"Master's degree -Computer Science , Specialisation in Data Science, Analytics and Engineering University of Moratuwa","Bachelor's degree, Computational Physics University of Colombo","A/L, Mathematics St Peters College , Bambalapitiya",Data Engineer OCTAVE - John Keells Group,Data Engineer Virtusa,Associate Data Engineer  Virtusa, ,Data Engineer,1
49,samitha-hennayake-70b306174,Python Programming Language MySQL SQL python Microsoft Word Data Analysis Leadership Public Speaking Microsoft Excel Data Mining R Minitab SPSS Research Strategic Planning RDBMS                                    ,"Bachelor of Science - BS, Statistics University of Colombo",Mathematics Ananda College Colombo, ,Data Engineer Wiley Global Technology (Private) Limited,Data Scientist Seylan Bank PLC,Data Analyst ReapDigital,Internship Data Anlayst  Central Bank of Sri Lanka,Data Engineer,1
50,ruchira-dias-b9a188194,Java JavaScript SQL Data Analysis Problem Solving ObjectOriented Programming OOP Python Team Leadership Statistics Critical Thinking Management Web Applications                                        ,"B.Sc. (Hons.) Computer Science, Data Analysis University of Westminster","Software Engineering and Management, Computer Science Nanjing University of Aeronautics and Astronautics",Physics D. S. Senanayake College,Data Engineer JOHN KEELLS IT,Software Engineer EchonLabs,Student Member IEEE,Student Member IEEE Computer Society,Data Engineer,1
51,wikasitha-s-herath-a47b07118,Java Python Programming Language MySQL SQL Linux Machine Learning Data Analysis Scala Databases C Programming Language Teamwork ObjectOriented Programming OOP Team Leadership Data Science Hive Google Cloud Platform GCP Docker Products Big Data Cloud Computing Data Modeling Database Administration Agile Methodologies MapReduce Amazon Web Services AWS Relational Databases Serverless Computing Agile Application Development Apache Kafka Cloud Administration Hadoop Administration Database Development Cloud Development Networking Cybersecurity Kubernetes Docker Bash Database Management System DBMS Agile Project Management Red Hat Enterprise Linux RHEL Linux System Administration hadoop Cloud Security         ,Diploma in ICT Wayamba University of Sri Lanka,"Bachelor of Science - BS, Computer Studies University of Kelaniya Sri Lanka","Linux  Network Administration  & Security Vibernets Academy , Sri Lanka",Data Engineer Axiata Digital Labs,Associate  DevOps Engineer  GEICO,Internship : Associate Networking Engineer  N-Able Private Limited, ,Data Engineer,1
52,sadini-kumarasiri,Machine Learning Databases Data Mining Data Warehousing Database Management System DBMS RDBMS Information Retrieval                                             ,"Information Technology, Data Science Specialization SLIIT", Dharmasoka College Ambalangoda, ,Data Engineer - Trainee Altria Consulting (Pvt) Ltd,Data Engineer - Intern Altria Consulting (Pvt) Ltd,Intern as a Database Support Engineer hSenid Business Solutions, ,Data Engineer - Trainee,1
53,keshani-dinushika-7b976117b,                                                   ,"Bachelor's degree,  Information Technology Specializing in Data Science SLIIT", , ,Data Engineer Virtusa, , , ,Data Engineer,1
54,hemantha-marasinghe-74910a171,Java Python Programming Language SQL Machine Learning Hadoop Google Cloud Platform GCP R Programming Language Apache Spark Shell Scripting Amazon Web Services AWS Data Warehousing SQL Server Reporting Services SSRS SQL Server Management Studio SQL Server Integration Services SSIS IBM Db Crystal Reports IBM AIX                                   ,"Bachelor of Information Technology, Data science SLIIT",Biology Maliyadeva College Kururnegala, ,Associate Data Engineer N-Able Private Limited,Data Analyst  N-Able Private Limited, , ,Associate Data Engineer,1
55,sheranga-gamwasam,Python Programming Language MySQL Git Microsoft Word Microsoft Excel BackEnd Web Development Data Mining Numerical Analysis Statistics Data Visualization Data Science Data Analytics Analytical Skills Microsoft Power BI Amazon Web Services AWS Pandas Software Microsoft Azure Machine Learning R programming Google Analytics AWS Lambda machine learning software development in java                              ,"special degree, computer science and statistics University of Colombo","Advanced Level, Science(Mathematics) Mahanama College Colombo", ,Data Engineer Financial Performance Engineers,Technical Writer Analytics Vidhya,Data Analyst Alavi.ai,Data Analyst ReapDigital,Data Engineer,1
56,nethmi-weerarathne-096413187,Python Programming Language Data Analytics Cloud Computing Amazon Web Services AWS                                                , , , ,Data Engineer Dialog Axiata PLC,Undergraduate SLIIT, , ,Data Engineer,1
57,oshada-ranasinghe-694697164,Java Python Programming Language Machine Learning Microsoft Azure Arduino Extract Transform Load ETL Amazon Web Services AWS Data Warehousing MATLAB Azure Data Factory Azure Data Lake Raspberry Pi Data Pipelines Azure Databricks Internet of Things IoT Pipelines                                  ,"Computer science, Computer Software Engineering University of Westminster", , ,Data Engineer GrubTech,Outsourced Data Engineer Dialog Axiata PLC,Data Engineer Just In Time Group (Sri Lanka),Data Engineer MAS Holdings,Data Engineer,1
58,rajitha-fernando,JavaScript Python Programming Language PHP Nodejs SQL Linux Data Engineering Big Data Analytics Data Analysis Programming Teamwork Leadership Reactjs Data Science ElasticSearch Hadoop Apache Pig Tableau Management Apache Spark PySpark TensorFlow Big Data Extract Transform Load ETL Communication Matplotlib Pandas Software NumPy ScikitLearn PostgreSQL Seaborn React Native Cloudera Impala Neoj Logstash Kibana Rasa Platform Informatica PowerCenter Informatica Administration Informatica BDM          ,"Bachelor's degree, Information Systems University of Colombo",Physical Sciences De Mazenod College, ,Associate Data Engineer Mobitel (Pvt) Ltd,Associate Data Engineer Sprint Labs (Pvt) Ltd,Big Data Analyst Mobitel (Pvt) Ltd,Treasurer Students Union of University of Colombo School of Computing,Associate Data Engineer,1
59,omal-cooray-79900913b,Java Python Programming Language SQL Scala C Programming Language Teamwork Leadership ObjectOriented Programming OOP Team Leadership Apache Kafka Teaching Docker Functional Programming Kafka Connect                                      ,"Bachelor's degree, Electrical Engineering University of Moratuwa", , ,Data Engineer Circles.Life,Senior Software Engineer Cloud Solutions International,Software Engineer Cloud Solutions International, ,Data Engineer,1
60,piranavans,Java Nodejs SQL python Linux Software Development Programming Leadership Public Speaking C Data Structures Management Shell Scripting Network Security OOP Windows Cybersecurity Requirements Analysis Teaching Public Relations Ethical Hacking                               ,"Bachelor of Science - BSc in Information and communication Engineering, Information and communication Srilanka Technological campus"," St. John's College, Jaffna", ,Associate Data Engineer N-Able Private Limited,Cyber Security Analyst Hack The Box,Python Developer Home,Data QA Engineer N-Able Private Limited,Associate Data Engineer,1
61,thisaruni-bandara,Java Python Programming Language MySQL C Programming Language MongoDB Data Analytics R Minitab Artificial Intelligence AI Kibana                                          ,"Bachelor of Applied Science - BASc, Physical Sciences University of Sri Jayewardenepura",Diploma Information and Communication Technology ESOFT Metro Campus, Viharamahadevi Balika Vidyalaya,Associate Software Engineer - Data Engineering Wiley Global Technology (Private) Limited,Intern - Data Analytics Engineer Wiley Global Technology (Private) Limited,Trainee - Data Science  myDigitalOffice,Member Leo Club of University of Sri Jayewardenepura,Associate Software Engineer - Data Engineering,1
62,rajitha-thiyagarajah-025529159,Python Programming Language MySQL SQL Data Engineering Machine Learning Data Analysis Microsoft Azure Microsoft Office Microsoft Excel Data Mining Data Visualization Data Science Data Analytics R Tableau Statistical Data Analysis SPSS Research Microsoft Power BI Machine Learning Algorithms Exploratory Data Analysis Business Intelligence Tools Database Management System DBMS SQL Server Integration Services SSIS SQL Server Analysis Services SSAS                           ,"Bachelor of Information Technology, Information Technology University of Moratuwa","Bachelor of Science - BS(Special in Statistics), Statistics University of Peradeniya","GCE O/L, A/L, Mathematics J/Vadamaradchy Hindu Girls' College",Trainee-Cloud Engineer-Data Engineering Inexis Consulting,Data Analyst Second Curve (Pvt.) Ltd. ,Analyst Ministry Of Economic Reforms and Public Distribution,Associate-Research & Analytics S.A.Knowledge Services,Trainee-Cloud Engineer-Data Engineering,1
63,methma-bandara-9052522b,Python Programming Language python Data Engineering Machine Learning Data Analysis Data Science Data Analytics R Microsoft Power BI Microsoft SQL Server Database Management System DBMS SQL Server Integration Services SSIS SQL Server Analysis Services SSAS                                       ,"BSc (Hons), Information Technology specialized in Data Science SLIIT","Post Graduate Diploma, Information Technology BCS, The Chartered Institute for IT", ,Engineer - Data Engineering and Data science Zkewed An Analytics Company,Data Analyst Unilever Sri Lanka,Intern Zkewed An Analytics Company, ,Engineer - Data Engineering and Data science,1
64,ashan-wijenayake-3b97aa8a,Java Big Data Analytics Scala Microsoft Azure Leadership Python Data Visualization Data Analytics Hadoop Hive Team Management Google Cloud Platform GCP Apache Spark Power BI Extract Transform Load ETL Agile Methodologies MapReduce OOP SQL Server Reporting Services SSRS Hibernate Azure Data Factory Spring MVC SQL Server Integration Services SSIS AWS Elasticsearch Google BigQuery Azure Functions Azure Cognitive Services                      ,"MSc Big Data Analytics, Big Data Analytics Robert Gordon University","BSc Information Technology, Software Engineering Sri Lanka Institute of Information Technology", ,Senior Data Engineer Ceylon Solutions,Big Data Engineer N-Able Private Limited,Software Engineer Fortude, ,Senior Data Engineer,1
